avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure
149,product,,0.444848391,4,,high,0.861063734,6
136,admin,,0.908319217,3,,medium,0.80619033,2
266,finance,,0.725738802,4,,medium,0.604751777,3
256,sales,1,0.548169096,5,,low,0.564587987,4
175,information_technology,,0.899062042,6,,low,0.302954552,4
259,marketing,1,0.793773692,3,,high,0.183204328,8
151,sales,,0.609294307,4,,high,0.930347383,5
152,engineering,,0.974656405,4,,medium,0.729508383,4
231,sales,,,4,,medium,0.467822038,3
136,sales,,0.658187759,5,,medium,0.67503362,3
254,finance,,1,6,,high,0.069605791,4
176,support,,0.968848663,3,,medium,0.520147236,3
142,sales,,0.982972231,5,,low,0.975297949,4
177,sales,,0.549897757,4,,low,0.60561505,8
268,marketing,,0.681900466,3,,high,0.732260474,4
221,engineering,,0.941817453,5,,low,0.849668123,5
283,engineering,,0.64051885,3,,low,0.445968242,5
298,engineering,,0.970542321,6,,medium,0.079338912,4
184,sales,,0.511735214,5,,medium,0.58223102,4
114,management,,0.444142076,5,,low,0.668426913,3
182,marketing,,0.901184188,4,,medium,0.90814083,2
210,support,,0.835544415,6,,medium,0.146441706,4
107,sales,,0.956801644,4,,low,0.577223328,2
168,support,,0.87353538,5,,low,0.926044622,2
178,,,0.563325105,4,,medium,0.546086833,3
172,IT,,0.720842008,4,,medium,0.775413331,3
228,engineering,,0.970835131,3,,low,0.6720588,2
136,marketing,,0.891296994,3,,medium,0.760310153,3
173,marketing,,0.871659289,4,,high,1,3
261,admin,,0.847976282,6,,low,0.123087808,4
246,sales,1,0.548001828,5,,medium,0.463587709,3
236,engineering,,0.700772072,6,,low,0.216145745,4
245,product,,0.871052435,5,,low,0.784731465,5
202,engineering,,0.729600319,3,,low,0.620768191,3
208,support,,0.485442984,4,,low,0.90182368,3
158,product,,0.514895492,2,,low,0.40882293,3
137,sales,,0.682065347,4,1,medium,1,2
258,sales,,0.799178998,4,1,medium,0.907218611,7
99,sales,,,6,,low,0.586545768,3
132,procurement,,,4,,low,0.226807717,3
171,sales,,0.772453899,4,,medium,0.703140744,2
236,sales,,1,3,,medium,0.309939035,4
143,engineering,,,2,,high,0.418288035,3
251,support,,0.935794713,4,,low,0.873748371,2
266,,,0.809983054,4,,medium,0.661830112,3
181,support,,0.877971751,2,,low,0.706389073,2
137,engineering,,0.601171324,4,,high,0.470328548,4
206,sales,,0.944298893,3,,low,0.313846523,4
173,product,,0.589329539,4,,low,0.787526143,2
207,sales,,0.51552612,2,,low,0.814313301,6
132,support,,0.3421427,2,,medium,0.731021313,5
217,marketing,,0.730006502,5,,low,0.877745615,4
188,product,,0.572396706,3,,low,1,4
143,engineering,1,0.612984128,5,,high,0.839956442,2
98,product,,0.571703322,2,,low,0.466477994,3
169,marketing,,0.78231027,3,,low,0.949086049,3
246,marketing,,0.888564473,4,,low,0.875957838,2
143,sales,,0.542548373,2,,low,0.447434854,3
158,sales,,1,3,,low,0.512620525,3
127,,,0.503556133,2,,medium,0.452827463,3
113,sales,,0.656980088,3,,low,0.711214796,4
232,sales,,0.769195554,5,,medium,0.642722944,7
241,sales,1,0.909535386,5,,medium,0.870519326,2
148,procurement,,0.552922332,2,,low,0.417883686,3
250,marketing,1,0.823400233,4,1,low,0.554109735,3
152,sales,,0.640629757,3,,low,0.396366509,2
148,sales,,0.968821883,4,,low,0.772222568,2
272,support,,0.944160339,4,,low,0.518558012,2
134,engineering,,0.604659571,3,,medium,0.428021534,3
275,engineering,,0.80844186,3,,low,0.587951221,2
165,engineering,,,4,,medium,1,2
251,engineering,,0.829973436,6,,low,0.165299639,4
235,product,1,0.615472047,2,,low,0.883537457,3
233,sales,1,0.936976701,2,,medium,0.544273784,4
154,sales,,,2,,low,0.379098195,3
273,engineering,,,4,,medium,0.817308677,3
153,IT,,0.852873147,4,,medium,0.651354672,5
189,engineering,,,4,,low,0.20271382,2
154,sales,,,3,,medium,0.710344356,2
275,sales,,0.864350925,5,,low,0.877576578,5
216,management,,0.69104333,4,,low,0.905168391,4
244,information_technology,,0.893312114,6,,low,0.254902472,3
240,engineering,,0.904434835,4,,low,0.977851185,3
180,sales,,0.730032487,4,,low,0.871193246,3
204,engineering,,0.707313968,4,,medium,0.687360394,3
188,support,,0.707016611,3,,low,0.8008048,2
251,sales,,1,5,,low,0.917708109,6
268,IT,,0.902762684,4,,medium,0.522670686,6
95,temp,,,3,,medium,,
113,IT,,0.62335402,2,,low,0.494451183,5
199,IT,,0.89382588,3,,medium,0.840404379,3
159,sales,,0.487367903,2,,low,0.356337263,3
263,sales,,0.727845476,5,,medium,0.771450487,2
100,support,1,0.76971705,6,,low,0.685122873,4
257,finance,,1,4,,medium,0.935038851,5
172,IT,,0.7115482,5,,medium,0.51793131,2
153,IT,,0.534873155,2,,high,0.323022425,3
238,,1,0.698213844,4,,low,0.874950495,3
165,sales,,0.740215175,5,,medium,0.656277438,4
202,sales,,0.552260686,4,,medium,0.721174635,3
109,engineering,1,1,2,,low,0.26797038,4
198,sales,,1,3,,low,0.998379996,2
141,support,1,0.958414349,4,,low,0.675911115,2
177,support,,,4,,medium,0.978533051,2
135,engineering,,0.783342213,4,,low,0.832552668,2
201,IT,1,0.745099434,4,,medium,0.997754046,3
179,support,,0.950153913,5,,medium,0.65332823,6
144,support,1,,5,,low,0.602403913,3
152,sales,,0.430101853,3,,low,0.956392236,5
231,engineering,,0.916944096,4,,low,0.691645766,5
171,support,,0.685063032,5,,low,0.456439733,4
133,support,,0.498415616,5,,low,0.906460887,3
205,engineering,,0.439874046,6,,medium,0.292177274,3
174,sales,,,4,,low,0.712798992,2
220,admin,,1,4,,medium,0.801841861,6
172,management,1,,2,,low,0.466121366,2
278,sales,,0.853438362,7,,low,0.117253176,4
169,IT,,0.918395732,5,,low,0.262157174,4
235,product,,0.570540876,5,,low,0.532769693,3
179,support,,0.686736108,3,,high,0.421033359,3
141,engineering,,0.530609765,2,,medium,0.483674635,3
238,sales,,0.987429628,4,,low,0.522363226,3
281,sales,,0.942891951,7,,low,0.1625456,4
308,sales,,0.867332568,6,,medium,0.12584516,5
131,sales,,0.5419395,2,,medium,0.391755649,3
183,support,1,0.833273764,4,1,low,0.792644663,2
237,engineering,,0.551601628,3,,high,1,4
260,admin,,1,4,,low,0.935526002,5
176,IT,1,0.60923942,2,,low,0.481981247,3
183,sales,,0.697214619,3,,low,0.369044354,2
190,sales,,1,4,,low,0.870138085,2
245,sales,,0.913105279,5,,low,0.765532823,5
264,IT,,0.632887857,3,,medium,0.675387772,3
196,sales,,0.85625959,3,,low,0.921318152,4
184,marketing,,,4,,low,0.743810183,3
270,engineering,,0.773497036,3,,high,0.616491734,3
187,engineering,,0.838648848,5,,medium,0.614851725,4
232,information_technology,,0.763541271,3,,low,0.92817601,4
245,sales,,0.878167137,4,,low,0.875024754,5
221,IT,,0.985584826,6,,low,0.195621288,5
239,sales,,0.938281964,6,,medium,0.947712988,4
254,sales,,0.963333172,5,,low,0.765938034,5
123,temp,1,,2,,low,,
250,management,,0.92476579,3,,medium,0.676403619,4
220,sales,,0.591469927,4,,medium,0.559972712,3
133,support,,0.557253085,4,,low,0.559043756,3
251,finance,,0.784794285,6,,medium,0.228153129,5
155,engineering,,0.522970635,5,,low,0.562742673,3
98,sales,,0.86905789,4,,low,0.813068768,4
251,IT,,0.856835137,5,,low,0.514593528,3
269,support,1,0.724306883,4,,low,0.678738509,3
178,support,,0.555592331,2,,medium,0.468867594,2
162,management,,,3,1,high,0.614720884,3
239,sales,,0.888622279,3,,low,0.461273322,3
127,support,1,0.502449317,2,,low,0.457042139,3
211,IT,,,3,,high,0.527173738,3
223,support,1,0.947327595,4,,high,0.965356783,3
294,,,0.773170703,6,,low,0.11309147,4
140,product,1,0.596639916,4,,low,0.5223688,2
261,sales,,0.956642152,3,,medium,0.653556546,4
183,engineering,,0.999808513,2,,low,0.777812499,2
151,marketing,,0.510815581,2,,low,0.388505807,3
257,sales,,,3,1,medium,0.952797586,3
175,sales,1,0.936789146,4,,high,0.967100448,3
194,sales,1,0.441352728,3,,medium,0.756066864,3
233,sales,,0.538743077,4,,medium,0.740365307,3
308,IT,1,0.892627883,6,,low,0.179542862,4
282,sales,,0.93900375,6,,low,0.147082914,4
135,marketing,,0.684515675,2,,medium,0.634720929,6
145,engineering,,0.77531843,4,,medium,0.796876343,3
233,finance,,,4,,low,0.653214032,2
217,IT,,0.869354448,4,,medium,0.787057342,3
209,IT,1,0.617994226,4,,medium,1,8
121,sales,1,0.612240414,3,,low,0.827614144,3
214,sales,,0.795275817,3,,medium,0.678349712,3
134,marketing,,0.505683736,2,,medium,0.36547153,3
233,support,,0.550427868,3,,low,0.594421532,2
224,sales,1,0.600765735,5,,low,0.949356471,8
173,engineering,,0.849719137,4,,low,0.824062351,4
245,sales,,,4,,low,0.903009005,3
208,IT,,0.955323414,5,,low,0.824699874,2
146,IT,,0.460587271,2,,medium,0.343124518,3
143,engineering,1,0.461123634,2,,low,0.467857412,3
138,finance,,0.546260536,2,,medium,0.439746754,3
156,sales,1,0.448902413,2,,low,0.437002393,3
149,support,,,3,,medium,0.760684457,3
135,finance,,0.588706005,4,,medium,0.899151001,10
218,finance,,0.6676013,3,,medium,0.751495205,3
263,sales,,0.86757574,5,,medium,0.770943876,5
256,marketing,,0.465880982,3,,medium,0.898863938,2
269,management,1,0.586053594,6,,medium,0.85449488,4
246,support,1,,6,1,medium,0.990954478,3
153,support,,0.490311047,2,,low,0.409823766,3
272,sales,,0.725844522,4,,medium,0.796282583,2
208,engineering,,,3,,low,0.449086281,2
144,finance,,0.472267549,2,,low,0.460704577,3
137,marketing,,0.588204274,2,,medium,0.390846227,3
108,engineering,,0.486296269,4,,low,0.85374619,3
127,IT,,0.569998786,2,,low,0.403260406,3
250,information_technology,,0.754517655,7,,medium,0.083037586,5
110,temp,,,1,,low,,
130,sales,,0.909943505,2,,medium,0.520276593,4
224,information_technology,,0.920831068,5,,high,0.612094261,3
148,engineering,,0.882052518,4,,medium,0.551517244,2
218,sales,,0.79673864,6,,medium,0.139668329,6
158,engineering,,0.676530415,4,,medium,0.818873755,3
143,engineering,,0.494469802,3,,low,0.578610365,2
220,sales,1,0.976373008,4,1,medium,0.588044678,3
147,finance,,,4,,medium,0.647281747,3
256,information_technology,1,0.701449504,3,,low,0.622880183,4
171,management,,0.575189217,3,,medium,0.707062632,3
183,support,,0.844820333,3,,low,0.739698657,5
173,sales,,0.427654953,3,,low,0.591893942,2
235,sales,,0.928043296,4,,medium,0.229555271,4
255,support,1,0.478692845,5,,low,0.446179272,5
244,support,,0.733656485,3,,medium,0.667238305,3
189,sales,,0.923348313,3,,low,0.96784678,2
251,finance,,0.921768542,5,,medium,0.186171267,4
126,temp,,,2,,medium,,
200,engineering,,0.858790876,3,,medium,0.774159543,4
135,information_technology,,,2,,medium,0.417200305,3
130,marketing,,0.458510875,2,,low,0.424648342,3
173,sales,,0.564012452,5,,low,0.711568155,4
169,engineering,,0.459866436,4,,high,0.412758204,5
188,management,,0.632276301,3,,medium,0.563671501,3
175,engineering,,0.545585722,6,,medium,0.170835005,4
252,support,1,,4,,low,0.762059988,2
289,,,0.834860464,6,,high,0.059289346,4
253,sales,,0.623972096,4,,medium,0.971235202,7
144,sales,,0.441589339,2,,low,0.469496695,3
259,support,,0.749190498,5,1,medium,0.950199159,3
140,marketing,,0.700834731,4,,low,0.958550027,4
171,information_technology,,0.556330148,4,,low,0.625657438,4
210,sales,,1,5,,medium,0.761671889,3
210,finance,,0.617688662,4,,medium,0.854230923,2
161,IT,,0.859209168,5,,low,0.531991482,3
173,management,,0.924750629,3,,low,0.486922524,2
231,,,0.887381266,4,,medium,0.728254522,5
156,sales,,0.691107282,5,,low,0.577336438,4
207,engineering,,0.702499576,3,,medium,0.559526946,2
129,finance,,0.426750678,2,,low,0.351515444,3
259,support,,0.946523855,4,,medium,0.804058873,5
103,engineering,,1,4,,low,0.616608627,2
169,management,,0.573187743,5,,medium,0.911330392,4
215,engineering,,0.732230721,5,1,low,0.904202546,3
243,management,,0.714611379,5,,medium,0.988441334,6
182,support,,0.566262067,3,,medium,0.966255909,3
141,engineering,1,0.61623156,5,,high,0.538887614,3
141,,,0.59526537,2,,medium,0.409131668,3
225,management,,0.905997636,3,,medium,0.775075946,3
221,sales,,0.940903602,3,,low,0.632648625,2
229,engineering,,0.893459426,4,,low,0.458160814,2
305,sales,,0.842667024,6,,low,0.157099365,4
167,sales,,,4,,medium,0.826041753,3
149,sales,,0.504272261,2,,low,0.403145015,3
162,IT,,0.42345487,3,,medium,0.274160865,4
140,support,1,0.653210587,4,,medium,0.63460174,3
149,finance,,0.700596968,4,,low,1,2
149,support,,0.988118823,3,,medium,0.947394376,3
258,support,,0.504857232,4,,low,0.755321234,3
227,,,0.962987181,4,,high,0.715314217,3
147,marketing,,0.460307648,2,,low,0.386455287,3
230,engineering,,0.656178237,3,,low,0.991892888,3
206,support,1,0.683016002,3,,medium,0.740065722,2
141,management,1,0.418456873,2,1,high,0.493750933,7
185,support,,0.650128709,3,,low,0.921233749,2
143,management,,0.774429976,4,,medium,0.544834601,3
268,sales,,0.746844841,4,,medium,0.621006061,6
304,finance,1,0.846307959,6,,low,0.070724981,4
208,engineering,,0.506306251,4,,low,0.801711565,4
239,engineering,,0.509216342,5,,medium,0.512895843,3
230,sales,,0.526165497,2,,medium,0.588985662,4
275,management,,0.983106054,5,,low,0.964821588,3
245,sales,,0.730469878,4,,low,0.93744264,2
231,,,0.946176638,4,,medium,0.7236365,5
123,sales,,0.600044076,2,,medium,0.594177155,2
245,sales,,0.876316124,4,,low,0.751131918,6
133,sales,,0.724963199,5,,low,0.781339744,2
171,,,,3,,medium,0.548045131,3
147,engineering,,0.672493167,4,,medium,0.697018731,2
240,engineering,,0.425175828,5,,medium,0.484675455,2
271,sales,,0.492474864,2,,medium,0.507975796,3
156,management,,0.590843546,2,,medium,0.517472571,2
241,admin,,0.946140504,3,,low,0.693003297,3
128,management,,0.500545505,2,,low,0.352138782,3
140,IT,1,0.456847212,2,,low,0.401028088,3
254,product,,0.8888098,5,,medium,0.926217541,5
269,IT,1,0.584699455,4,,low,0.162188977,5
226,product,,0.694998859,4,,low,0.605945533,3
127,engineering,,,2,,low,0.368982669,3
112,management,,0.525287599,2,,medium,0.532344494,4
178,procurement,,0.610428182,4,,low,0.694718793,3
251,engineering,,0.799219741,4,,medium,0.644750832,2
157,sales,,0.670390841,4,,medium,0.867396735,3
197,sales,,0.79077145,4,,low,0.604995912,5
285,finance,,0.829298701,6,,medium,0.090100082,4
242,management,,0.960662278,5,,low,0.778256943,5
231,IT,,,3,,high,0.661171784,3
176,marketing,,0.627175322,2,1,low,0.787474496,5
213,IT,,,6,,medium,0.134172943,2
309,engineering,,0.840744909,6,,low,0.153585185,4
151,support,,,4,,low,0.846337987,2
213,procurement,,0.536090043,6,,medium,0.201979857,3
127,sales,,0.731929931,4,,high,0.115318733,4
160,engineering,,0.743900086,6,,medium,0.093661135,5
220,support,,0.838328582,4,,low,0.950934207,3
272,sales,,0.497614799,6,,low,0.910237391,6
223,finance,,1,5,,low,0.74757253,5
205,IT,,0.813397411,5,,low,0.86369607,3
179,IT,,0.649494435,3,,medium,0.144400565,3
157,product,,0.723269043,4,,low,0.637915947,4
225,IT,,0.887343449,3,,high,0.587323069,3
272,marketing,,0.964380962,5,,low,0.686658853,2
183,engineering,,0.862931062,4,,low,0.902748227,3
102,engineering,,0.479355387,2,,medium,0.40601418,8
259,sales,,1,4,,medium,0.939213948,6
237,engineering,,0.826951604,3,,low,0.843694333,2
155,marketing,,0.436489454,2,,low,0.384287868,3
134,sales,,0.524176548,2,,low,0.439784164,3
265,sales,,0.645751143,3,,low,0.655687531,4
161,IT,,0.715892722,6,,medium,0.867767924,4
235,management,,0.973285606,2,,high,0.806428423,3
243,sales,1,1,3,,medium,0.67526082,3
272,IT,,0.546018605,5,,low,0.903498334,3
146,sales,,0.869096708,3,,low,0.570543044,10
264,support,1,0.681625813,5,,medium,1,10
261,finance,,,4,,high,0.885361951,2
229,sales,,0.66338701,2,,low,0.958488902,4
238,support,,0.762235744,5,,medium,0.983452388,2
254,sales,,,3,,low,0.773747248,2
165,IT,,0.709276568,3,,medium,1,3
162,support,,0.598318855,4,,medium,0.884322981,2
128,finance,,,2,,low,0.425254494,3
272,engineering,,,3,,low,0.632678791,3
203,IT,,0.551680815,5,,medium,0.980710478,3
117,sales,1,0.610334509,2,,medium,0.637890898,2
221,marketing,,0.679975658,6,,medium,0.412071644,10
134,sales,,0.527339725,2,,low,0.476795228,3
128,product,,0.70010192,4,,low,0.695447749,5
143,,,,4,,medium,0.687339079,2
111,temp,,,1,,medium,,
244,procurement,,0.933734289,3,,medium,0.758053979,4
145,support,1,0.842211705,4,,high,0.680195649,3
273,engineering,,1,2,,low,0.927937529,4
189,support,,0.898699676,5,,medium,0.547276883,2
182,support,,0.702642019,4,,low,0.715263897,2
210,engineering,,,3,,low,0.878684744,2
243,marketing,,0.566994542,3,,high,0.828688879,4
135,marketing,,,4,,low,0.90696517,2
152,sales,,,3,,low,0.572512429,2
152,product,,,2,,low,0.322420587,3
189,procurement,,0.962773087,3,,low,0.669701451,4
280,support,,0.909614505,7,,low,0.061700259,5
257,marketing,,0.583758856,3,,medium,0.975523935,3
203,sales,,,3,,low,0.564315171,3
207,sales,,0.822273509,4,,low,0.892040568,4
209,information_technology,1,0.481109433,5,,low,0.630377313,8
220,sales,1,,2,,medium,0.521631963,2
139,,,0.462856803,2,,medium,0.468892275,3
130,product,,0.41612249,3,,low,0.384122147,3
301,engineering,,0.906762118,7,,medium,0.158518068,4
171,management,,0.662881983,5,,high,1,3
134,product,,0.50599156,5,,low,0.492402758,3
242,sales,,0.503146427,4,,medium,0.631734581,3
139,sales,,,4,,medium,0.831289208,2
263,marketing,,0.557119292,2,,low,0.975522399,3
242,sales,,0.952684551,3,,low,0.873976326,5
224,sales,,0.638385961,5,,medium,0.92200069,2
170,marketing,,,3,,medium,1,3
143,sales,,,3,,low,0.699253014,3
156,engineering,,0.463226796,2,,medium,0.442458307,3
233,marketing,,0.623400022,4,,medium,0.702467713,4
262,IT,1,0.812821318,3,,medium,0.657866837,5
219,support,,0.921407409,6,,low,0.288818616,5
252,sales,1,0.940467851,5,,low,0.778829665,3
283,sales,,0.845906889,6,,medium,0.108287925,4
182,support,1,0.495471517,3,,medium,0.911132964,2
208,engineering,,0.563144543,3,,medium,0.941031773,3
211,support,,0.737360284,4,,low,0.687606276,2
125,sales,1,0.750655677,3,,low,0.50160123,2
171,marketing,1,0.634145691,6,,high,0.46527757,5
232,engineering,,1,5,,medium,0.93142909,5
184,sales,,0.878626598,2,,medium,0.712607136,4
310,support,,1,6,,low,0.118176146,5
252,sales,,1,5,,high,0.739383259,3
151,information_technology,,0.611842264,2,,medium,0.424099194,3
134,engineering,,0.491445187,2,,low,0.342296867,3
149,product,,,2,,high,0.42083296,3
219,sales,,0.809412577,5,,low,0.841272466,5
137,engineering,,0.684801502,4,,low,0.625085528,3
159,finance,1,0.656129583,6,,medium,0.188829583,5
246,,,0.92353555,6,,medium,0.077858548,4
205,marketing,,0.617234159,3,,medium,0.636429314,2
265,finance,,0.896149347,5,,medium,0.858886257,3
219,IT,,0.705820774,5,,medium,0.850050986,2
246,sales,1,0.824486527,5,,medium,0.908883198,5
211,engineering,,0.417448382,2,,low,0.954902388,3
144,marketing,,0.430027148,2,,medium,0.413147753,3
254,product,,0.92230832,4,,low,0.93150994,7
142,product,1,0.554602588,3,,medium,0.499099043,3
129,engineering,,0.570413347,2,,high,0.454307109,3
75,temp,,,1,,low,,
168,IT,,0.551788692,2,,low,0.882374996,3
157,sales,1,0.511486724,3,,high,0.536056766,4
189,sales,,0.901135728,3,,low,0.977322917,3
199,IT,1,0.516068656,3,,medium,0.816292809,2
266,management,,0.718396438,4,1,high,0.871651876,3
183,sales,,,3,,medium,0.716844433,3
171,sales,,0.902848777,5,,low,0.900784128,2
206,finance,,0.67586375,2,,low,0.587677165,3
178,sales,,0.857532182,5,,medium,0.573585625,4
229,engineering,,,5,,medium,1,2
150,sales,,0.61273377,5,,low,0.523139406,2
151,admin,,0.97457846,5,,medium,0.873819229,3
175,IT,,0.62182434,3,,low,0.427924448,2
136,,,0.9239813,4,,medium,0.784171518,2
180,support,,0.913562955,4,,medium,0.673244053,2
165,support,,0.626310423,5,,medium,0.624648043,3
105,IT,,0.544719667,6,,high,0.697566705,4
186,product,,0.427385893,2,,low,0.408740085,2
178,engineering,,0.705382702,4,,low,0.312001907,6
185,sales,1,0.935425598,4,,medium,0.673733491,2
270,engineering,,0.571546239,4,,low,0.504246716,4
213,engineering,,0.478904862,3,,medium,0.890133642,4
295,engineering,,0.834851602,6,,low,0.167472362,4
170,sales,,0.480808135,5,,low,0.921884394,3
200,sales,1,0.601188126,5,,low,0.671674945,8
241,support,,0.530461391,3,,low,0.755141043,3
146,product,,0.573705444,3,,low,0.774912237,2
224,sales,,0.624087928,6,,medium,0.222525563,3
263,management,,0.367721595,2,,medium,0.311766122,3
225,sales,,0.93066049,5,,low,0.741822811,5
144,,,0.951131934,2,,medium,0.563869741,2
167,sales,,0.523669781,4,,medium,0.7667506,2
251,sales,,0.952368037,5,,low,0.867280364,6
167,engineering,,0.806157284,2,,medium,0.757735622,3
204,support,1,0.663865482,4,,low,0.856959323,4
211,,,0.566521966,4,,high,0.656880583,3
141,IT,,0.537936263,3,,medium,0.805974592,3
139,IT,1,0.570432394,4,,low,0.830846342,3
145,,,0.517618601,2,,low,0.362617722,3
179,support,,0.70795045,4,,low,0.820828985,3
177,finance,,0.510718629,4,,low,0.765274935,2
269,IT,,1,5,,medium,0.781971641,5
186,IT,,,4,,medium,0.693097,3
289,support,,0.959314657,6,,medium,0.123829494,5
271,marketing,,0.741673813,3,,high,0.949914509,4
254,engineering,,0.832653821,6,,medium,0.131069084,4
274,management,1,0.578430561,4,,medium,0.729254405,10
97,support,,0.535064649,3,,low,0.478770522,4
278,marketing,,0.856726798,6,,medium,0.111587786,4
165,support,1,0.863541139,3,,low,0.624853144,3
230,sales,,1,4,,high,0.626225017,3
148,engineering,1,0.801672246,5,,medium,0.63811784,2
140,support,,0.52676744,2,,low,0.383541594,3
265,support,1,0.777080651,5,,high,0.534808965,3
130,engineering,,0.499740374,2,,low,0.461968864,3
146,sales,,0.549107591,2,,low,0.410344245,3
176,engineering,,0.935606578,2,,low,0.44045916,3
264,product,,0.674536024,5,,medium,0.888100702,3
238,sales,,0.951146165,4,,medium,0.649602723,4
247,sales,,0.626580579,4,,low,0.752681322,4
192,engineering,,0.906930811,6,,low,0.231694816,4
158,sales,,0.488697459,3,,low,0.628688067,2
224,,1,0.746219632,4,,low,0.912847753,5
149,engineering,,,5,,low,0.130762283,2
238,sales,,0.615862705,4,,high,0.765246759,3
217,engineering,,0.618472458,4,,medium,0.735501515,3
148,sales,,0.778072382,5,,high,0.660042423,4
281,engineering,,0.833544717,7,,low,0.089152165,4
133,sales,,0.582165978,4,,low,0.989879629,3
223,sales,1,0.834623268,3,,low,0.886205314,3
260,support,,1,4,,low,0.989293664,3
291,finance,,0.724938642,7,,low,0.122866566,4
159,sales,,0.512398273,2,,medium,0.335735622,3
157,support,,0.622543824,4,,medium,0.642836845,2
175,sales,,1,3,,low,0.72674121,2
167,support,,0.743027842,5,,medium,0.66327409,2
186,sales,,0.606595212,4,,medium,0.857038546,7
140,sales,,,3,,low,0.726790145,3
144,marketing,,0.484400928,2,,medium,0.367553016,3
246,product,,,4,,low,0.519290991,3
233,sales,1,0.865322209,5,,medium,0.723946834,4
183,sales,,0.552857429,3,,low,0.989891433,3
246,,,0.8578043,4,,low,0.799178085,6
272,sales,,0.866979628,5,,high,0.910702667,3
181,support,,0.60152868,2,,medium,0.535720186,4
164,sales,,0.673094231,4,,medium,0.818815867,2
100,temp,,,1,,medium,,
148,sales,,0.513636032,2,,low,0.403708154,3
188,marketing,1,0.78155061,4,,low,0.610906561,3
137,sales,1,0.673551117,2,,low,0.437134547,3
233,management,1,0.789107237,4,,low,0.619829345,4
97,sales,,0.364674253,4,,medium,0.64253219,4
154,,,0.612899134,4,,low,0.828458613,3
158,support,,,2,,low,0.3394706,3
188,engineering,,0.757973849,3,,low,0.134049164,4
234,management,,0.632976171,5,,high,0.71430513,2
225,management,1,0.839051729,2,1,high,0.501307896,7
144,IT,,0.82174181,4,,low,0.757766606,2
194,sales,,0.999044778,3,,low,0.80297568,4
232,finance,,0.588259711,4,,low,0.542910743,3
247,,,0.939233539,4,,low,0.897297092,5
230,support,1,0.443252635,2,,low,0.925759103,2
241,engineering,,0.989298699,4,,low,0.848278602,5
242,,,0.470815083,3,,medium,0.842793434,3
207,sales,,0.428607013,2,,low,0.767659134,4
148,IT,,0.575899897,3,,medium,0.319475572,4
99,temp,,,1,,low,,
179,support,,0.604449321,3,,medium,0.634860005,3
296,engineering,,0.975205661,6,,medium,0.103975375,4
233,sales,,0.845686102,4,,low,0.44119291,3
230,support,,0.667555571,3,,medium,0.505217802,2
228,sales,,0.449736033,4,,medium,0.960533051,2
208,management,,,5,,medium,0.69821374,3
237,product,,1,5,,medium,0.676468252,3
241,sales,1,0.908640002,5,,medium,0.843882382,2
195,finance,,1,4,,low,1,2
265,product,1,0.89967159,4,,medium,1,4
273,support,,0.901944551,4,,low,0.575777412,3
225,engineering,,0.704890284,3,,low,0.67800375,3
150,support,,0.546569394,2,,low,0.344470444,3
204,sales,1,0.918736552,3,,low,0.768937451,2
206,management,,0.856005385,4,1,high,0.54486478,7
251,engineering,,0.892229625,7,,low,0.075633932,5
176,engineering,,0.565718323,3,,medium,0.314078617,3
223,engineering,,0.751268643,4,,low,0.13997273,4
138,engineering,,0.4372021,2,,low,0.421663816,3
189,sales,,0.993718481,6,,low,0.688819077,2
307,IT,,0.935732258,5,,low,0.894620743,5
259,sales,,0.800224524,5,,low,0.969102331,5
225,engineering,,0.531318934,4,,medium,0.860576716,4
137,sales,,0.528950963,2,,low,0.426453395,3
134,product,,0.534677053,2,,medium,0.376004133,3
255,sales,1,0.856714748,3,,medium,0.965905836,7
227,,1,0.944604328,3,,high,0.758640032,2
250,support,,1,4,,medium,0.897502839,6
244,sales,,0.810822859,5,,low,0.78091414,5
105,product,,0.526170906,5,,medium,0.57381624,6
237,sales,,0.848149242,4,,low,1,4
127,finance,,0.406871121,2,,low,0.355486703,3
267,engineering,,0.808517996,7,,low,0.098625237,4
140,management,,,2,,medium,0.322492021,3
206,engineering,,0.53922828,5,,medium,0.587371175,3
222,sales,,0.937708737,3,,medium,0.726669891,4
285,sales,,0.468634197,4,,low,0.815454191,4
278,marketing,,0.81488663,6,,medium,0.16508545,4
91,temp,,,1,,medium,,
159,support,1,0.744088788,4,,low,0.951216096,3
146,sales,,0.462957258,2,,medium,0.37734319,3
238,engineering,,0.643686136,4,,low,0.747379773,2
215,marketing,,0.484262361,3,,low,0.920328548,3
274,support,1,0.437900424,5,,medium,0.944644127,2
217,,,,3,,low,0.904740087,3
172,product,,0.738761605,3,,medium,0.57942394,6
231,engineering,,0.980340806,4,,medium,0.943074764,3
274,sales,,0.970475211,5,,high,0.592943848,2
135,sales,,0.464137032,2,,low,0.380291162,3
249,marketing,,0.858231651,5,,low,0.147028032,3
159,support,,,4,,low,0.838085104,3
166,product,,0.953024722,4,,low,0.540001522,5
248,support,,0.667554483,5,,medium,0.642775427,3
167,engineering,,0.918865683,3,,medium,0.688055082,2
198,engineering,,0.917593715,4,,medium,0.152034439,4
204,product,,0.485865809,4,,low,0.705293108,4
149,finance,,0.9703574,4,,low,0.248832208,6
118,IT,,0.672786518,3,,low,0.338662317,4
